Sample	posterior	likelihood	prior	N0	NInfinity	b	tree.height	tree.treeLength	D.treeLikelihood
0	-1463.6029140523065	-1422.0256553357945	-41.57725871651208	154.94008606786957	38017.55218753285	0.4036673802753099	2.1168602580623492	24.167482506050998	-1422.0256553357945
1000	-1466.0538478025373	-1421.5823672499703	-44.471480552567165	207.901859486415	39460.91158947024	0.4036673802753099	2.3202350010675077	23.507052009368827	-1421.5823672499703
2000	-1462.392818531272	-1421.2377738399596	-41.15504469131241	119.27679436094076	29049.677538075783	0.4036673802753099	2.110556643023438	23.20116631777919	-1421.2377738399596
3000	-1459.7472710621155	-1417.3849738344948	-42.362297227620815	119.27679436094076	26320.002452476732	0.4036673802753099	2.184696692814693	22.412424615755995	-1417.3849738344948
4000	-1457.3146662597985	-1415.7968988211185	-41.51776743868011	174.827678489629	41389.31168781751	0.4036673802753099	2.1582308172061015	24.67891667681252	-1415.7968988211185
5000	-1465.4344108494547	-1418.0833961274147	-47.351014722039984	182.2420313836663	73286.52097394515	0.4036673802753099	2.13754998209593	23.973987843972676	-1418.0833961274147
6000	-1458.1092090260706	-1416.7242382817817	-41.38497074428901	182.2420313836663	52056.48985489633	0.4036673802753099	2.044910947469082	24.464003018154642	-1416.7242382817817
7000	-1459.6147894679448	-1419.873657699109	-39.741131768835885	182.2420313836663	28717.373904555683	0.4036673802753099	2.0739971642842834	25.111270877236294	-1419.873657699109
8000	-1458.4261166571168	-1417.368423411171	-41.057693245945806	165.83897029672082	44132.430055229015	0.4036673802753099	1.9552813984241306	23.30981800355684	-1417.368423411171
9000	-1456.6747704707184	-1416.6799408573759	-39.994829613342624	165.83897029672082	26470.604521978694	0.4036673802753099	2.0526157698866774	24.963829886853947	-1416.6799408573759
10000	-1459.3780570484087	-1417.1200097791195	-42.25804726928924	352.96287359802756	62895.529842855816	0.4036673802753099	2.356815111227252	27.29132966086937	-1417.1200097791195
11000	-1462.3731109689577	-1417.996896467621	-44.37621450133682	263.85846632881925	38581.52897626134	0.4036673802753099	2.408036929020564	25.866231866690065	-1417.996896467621
12000	-1457.8295980694695	-1416.2961795473834	-41.53341852208617	191.83364028794293	62108.92091159398	0.4036673802753099	2.0922001912156696	23.89858246556534	-1416.2961795473834
13000	-1461.5622035112226	-1417.567913799501	-43.99428971172171	191.83364028794293	77430.17430950496	0.4036673802753099	1.9178856872028283	22.642453197025418	-1417.567913799501
14000	-1455.9864502344092	-1412.6130124122283	-43.373437822180925	160.9639419170087	51013.2390918314	0.4213758669790709	1.8472993710597305	21.322936102138204	-1412.6130124122283
15000	-1457.9384970828849	-1416.0019485378516	-41.936548545033155	126.14486321890436	20494.179660495804	0.4213758669790709	2.042370745193316	21.899881768846726	-1416.0019485378516
16000	-1462.9205932907216	-1419.2348450568231	-43.68574823389853	154.0363408561814	22403.34132378839	0.4212105496747372	2.144300200234376	23.680127428480667	-1419.2348450568231
17000	-1463.657116201781	-1417.2733935173653	-46.38372268441577	142.06857904801748	26277.214104805927	0.3845391934609321	2.1015292789926265	23.988246523545776	-1417.2733935173653
18000	-1465.4333001457783	-1417.5506527597518	-47.882647386026434	172.99772741224814	29664.831333735347	0.3583937980196906	2.0810597410975236	24.560033136831397	-1417.5506527597518
19000	-1471.6319028656096	-1426.3588256850205	-45.27307718058908	223.04137484000626	19750.651984071563	0.4689774595033823	2.126360673921983	23.527392014531973	-1426.3588256850205
20000	-1461.8636648249148	-1420.965480347512	-40.89818447740274	209.8439354717706	28996.867359264972	0.4027845172401062	2.2762222660572875	27.67371971218748	-1420.965480347512
21000	-1461.6579330125005	-1419.734735917817	-41.92319709468347	143.4419188254753	22885.12241059232	0.3978550160951188	2.0794276535998897	23.96899202668043	-1419.734735917817
22000	-1461.2546349072886	-1416.8907362385787	-44.36389866870988	85.7672466582202	30463.716980640234	0.3790049499697778	1.687489977638849	19.742171344194162	-1416.8907362385787
