Sample	posterior	likelihood	prior	N0	NInfinity	b	tree.height	tree.treeLength	D.treeLikelihood
0	-1590.7938690776764	-1546.7661016577724	-44.02776741990396	236.07735317669997	28917.194272231918	0.4193350872222714	2.4080067368459184	26.32562545914672	-1546.7661016577724
1000	-1587.431082838225	-1546.2132239219152	-41.21785891630984	199.4196797016189	25244.635277943533	0.41956652411403594	2.25439776218527	26.500502130691316	-1546.2132239219152
2000	-1591.003036569196	-1545.87332782784	-45.12970874135597	199.4196797016189	9612.461574776231	0.41956652411403594	2.470606304186031	27.247348991868314	-1545.87332782784
3000	-1589.2326668979001	-1543.7351007001798	-45.497566197720296	281.58665633723234	20490.291927211583	0.41956652411403594	2.515005350223201	27.223690312639466	-1543.7351007001798
4000	-1588.5791776244077	-1543.7919030710725	-44.78727455333524	331.0957223331825	21933.985758646384	0.41956652411403594	2.5490928764711693	27.28731292596225	-1543.7919030710725
5000	-1592.7464397151252	-1544.026338036792	-48.72010167833342	331.0957223331825	26526.6951723325	0.41956652411403594	2.5959707925360678	25.41776483582926	-1544.026338036792
6000	-1586.8352479767912	-1541.6137179024988	-45.2215300742924	331.0957223331825	35756.61279953838	0.41956652411403594	2.456689819117573	26.31845640519016	-1541.6137179024988
7000	-1585.0786514230922	-1542.118534673738	-42.96011674935429	331.0957223331825	32043.854856502192	0.41956652411403594	2.471631218476138	28.25501211849603	-1542.118534673738
8000	-1587.9766280579713	-1544.1758929173084	-43.80073514066302	371.3599247480616	31742.926081838847	0.41956652411403594	2.3841770769180033	27.607637435127202	-1544.1758929173084
9000	-1585.3124578133136	-1544.086427241221	-41.226030572092654	371.3599247480616	31742.926081838847	0.41956652411403594	2.521408165396615	29.57041230501711	-1544.086427241221
10000	-1587.1736635335376	-1542.0115701177274	-45.1620934158103	434.29178520159405	22564.39869916191	0.41956652411403594	2.6244760632287143	29.35047973079589	-1542.0115701177274
11000	-1591.3292698463265	-1547.1876219507749	-44.141647895551706	283.3060746610164	16263.47934374871	0.41956652411403594	2.5491236824301664	29.991733959250766	-1547.1876219507749
12000	-1591.4995915965096	-1542.1799464472024	-49.31964514930722	283.3060746610164	10620.350595564189	0.41956652411403594	2.9629995070889934	29.21390858043074	-1542.1799464472024
13000	-1585.1858435872691	-1540.0973720885042	-45.08847149876476	244.20617054372593	13050.884058755799	0.41956652411403594	2.743538288520315	28.236738022128016	-1540.0973720885042
14000	-1592.7761063476346	-1547.9123709387463	-44.86373540888822	455.8890871091195	13050.884058755799	0.41956652411403594	2.8984935964741334	34.01454491788126	-1547.9123709387463
15000	-1587.8105143731018	-1544.2231245452926	-43.587389827809226	390.7049813167557	19631.60367195805	0.46296603316535734	2.39232236409129	28.885959411810607	-1544.2231245452926
16000	-1592.8686525389808	-1546.5890833805483	-46.27956915843245	316.7781786909832	12639.815832550057	0.46296603316535734	2.680446183684437	30.523752438011208	-1546.5890833805483
17000	-1587.9639794644968	-1542.9652220434332	-44.998757421063566	333.87926924301917	21586.125717297404	0.46296603316535734	2.385850224167437	26.28073037122663	-1542.9652220434332
18000	-1583.8369916589634	-1540.3275077405922	-43.509483918371174	265.25162197099127	25459.990721076592	0.46296603316535734	2.2474641556226502	26.02218516254903	-1540.3275077405922
19000	-1589.1432760977116	-1545.964998422834	-43.178277674877506	330.57353945791795	35589.85026864516	0.46296603316535734	2.1117054518742995	25.87244879168777	-1545.964998422834
20000	-1594.9013326205331	-1547.525712066931	-47.37562055360215	614.0178053098208	32785.68246661011	0.46296603316535734	2.512507305140404	29.355194692768393	-1547.525712066931
21000	-1588.0078898830002	-1543.004591360484	-45.003298522516225	340.9564214021876	32349.026813880537	0.4013189808766664	2.674840692746092	29.847502914881407	-1543.004591360484
22000	-1585.253020371057	-1542.9117075027516	-42.34131286830525	382.75372539270353	43171.999454251796	0.41920435602163	2.486569524059615	28.29510908811762	-1542.9117075027516
23000	-1591.0389619767464	-1545.3237103769668	-45.71525159977961	291.69080863119166	32415.876091847622	0.38607955730976173	2.473231311083777	27.027871112448103	-1545.3237103769668
24000	-1592.0858005235318	-1548.2696830958544	-43.816117427677504	218.81442063875974	22431.376018795632	0.38607955730976173	2.244033405637735	26.690686211279395	-1548.2696830958544
25000	-1586.4590407714084	-1543.8554520889113	-42.60358868249705	276.2470658616491	24288.838227829907	0.4150987377393806	2.2676843605936976	26.525121564609645	-1543.8554520889113
26000	-1583.1904603757712	-1542.1274954020805	-41.06296497369063	261.45918201143604	37311.82409086668	0.42292305997429064	2.2700080209786053	26.736742641251567	-1542.1274954020805
27000	-1589.8983940606354	-1546.4714456588006	-43.4269484018349	461.13379490283677	27475.20391890984	0.42292305997429064	2.68892154357412	30.410512203363552	-1546.4714456588006
28000	-1585.1435017102683	-1542.0879322544454	-43.055569455822855	149.14612664613904	12688.93507262705	0.42292305997429064	2.3392688635129524	25.294347892139967	-1542.0879322544454
29000	-1587.3094114458013	-1543.8094921859245	-43.499919259876926	323.3678732251134	29038.90600219951	0.4027176749363541	2.539223726008967	28.28491782379702	-1543.8094921859245
30000	-1593.0147056682854	-1549.3856403900718	-43.629065278213595	200.9380751584986	16597.953383500877	0.4027176749363541	2.399652563162053	26.31694088221629	-1549.3856403900718
31000	-1590.6389133302941	-1546.7462165625125	-43.892696767781786	308.497345596072	40905.96794698748	0.4027176749363541	2.1501954541805546	25.438205293964963	-1546.7462165625125
32000	-1587.4859153783168	-1543.7293182825738	-43.75659709574313	194.52673752136081	14253.275130011105	0.4027176749363541	2.6583442452264983	28.268068699511147	-1543.7293182825738
33000	-1590.565365520418	-1546.8305983033852	-43.73476721703292	239.8512841058373	24354.06993685525	0.4277802805447288	2.438172136262946	27.870385617336677	-1546.8305983033852
34000	-1587.9424260943485	-1545.9748825515653	-41.96754354278334	400.4701206005439	27178.91478068614	0.4277802805447288	2.268923483777972	28.53054708617535	-1545.9748825515653
35000	-1589.8507240346776	-1547.3111785614333	-42.53954547324435	222.26510734655648	22391.519230190483	0.39782173089925027	2.46225751417756	26.86214511445451	-1547.3111785614333
36000	-1592.9216114116457	-1543.785038454159	-49.13657295748685	561.3300876475969	37245.7535790626	0.39782173089925027	2.686777785099936	29.405488119411384	-1543.785038454159
37000	-1590.0083313142213	-1548.0628844243706	-41.94544688985063	468.66858315651496	32926.29641882247	0.424709879449909	2.474930245434874	31.58662673105909	-1548.0628844243706
38000	-1592.181689448298	-1548.5392632902694	-43.64242615802854	308.21768928623135	38559.51514508476	0.424709879449909	2.0544846593895922	24.395164104004735	-1548.5392632902694
39000	-1588.165842695121	-1546.1799046457452	-41.98593804937571	247.40011091799795	34037.0176944205	0.424709879449909	2.1755591195252695	25.081665188434034	-1546.1799046457452
40000	-1593.1883305095002	-1547.7089764239497	-45.47935408555058	517.5342922707944	48820.43087358041	0.424709879449909	2.469889339443823	28.194762764468734	-1547.7089764239497
41000	-1586.127936527312	-1544.6410533551993	-41.48688317211257	335.99255731114283	26535.410105447703	0.424709879449909	2.418801170183805	29.09176486740023	-1544.6410533551993
42000	-1592.5613521552943	-1549.8208337890028	-42.7405183662915	250.00323959824252	20625.681168030147	0.40294591390378337	2.4856006770094523	27.220026047352217	-1549.8208337890028
43000	-1595.5622538425444	-1544.714811393345	-50.847442449199505	272.276104294403	28240.73510454397	0.40294591390378337	2.7676852272117425	26.684904354195734	-1544.714811393345
44000	-1589.7957798219397	-1543.284038973816	-46.5117408481237	397.46395406868	33442.655832223034	0.38255068985821045	2.923437084198618	31.932465569668324	-1543.284038973816
45000	-1587.2717376863354	-1543.0852525950731	-44.186485091262256	336.96536583446357	22402.88006744975	0.37851439889699773	2.8330214152438304	31.90090930288043	-1543.0852525950731
46000	-1589.6138715152574	-1546.5992237335684	-43.01464778168907	293.12254457673606	31535.311993236985	0.40356077035279986	2.399263292380042	26.468351529813038	-1546.5992237335684
47000	-1596.6333568486918	-1549.9206651652853	-46.712691683406476	610.7260039240638	45283.272472910634	0.3853498640282736	2.7623016827034514	32.54857554964805	-1549.9206651652853
48000	-1583.798707417022	-1541.018412476612	-42.780294940409874	186.08093526556692	11036.837209853917	0.4266215462827157	2.4819721907167267	27.693676073896302	-1541.018412476612
