Sample	posterior	likelihood	prior	N0	NInfinity	b	tree.height	tree.treeLength	D.treeLikelihood
0	-1722.472267514174	-1683.3752817790337	-39.09698573514032	326.1159493805087	26729.769829866098	0.41798121564260593	2.4114868185707667	30.602794898479615	-1683.3752817790337
1000	-1722.9524196355333	-1681.233386209366	-41.71903342616726	198.84169941720853	9136.793758242806	0.41798121564260593	2.4485566653645674	30.170857944171207	-1681.233386209366
2000	-1720.3225394781555	-1677.9903258507966	-42.33221362735887	382.44003279854286	17232.51751532106	0.426341045997834	2.736459393134907	31.219050054056847	-1677.9903258507966
3000	-1721.3838866150286	-1679.6353806294837	-41.74850598554483	414.45101673147525	29549.481477996578	0.426341045997834	2.3869655045538285	31.209061154171124	-1679.6353806294837
4000	-1723.0341330962194	-1683.2276897136476	-39.80644338257192	414.45101673147525	18369.45127017231	0.426341045997834	2.6067883728547185	34.26620836998627	-1683.2276897136476
5000	-1721.9631297224428	-1680.5561784005276	-41.40695132191508	304.6659703348155	10922.291922596101	0.426341045997834	2.7062716733401304	33.14384962992722	-1680.5561784005276
6000	-1719.770915093445	-1678.859280357638	-40.91163473580706	304.6659703348155	16783.686787751954	0.3916099969084119	2.8259301685934655	33.979835026322384	-1678.859280357638
7000	-1720.0793391990596	-1677.5212034924741	-42.558135706585574	483.1898537802738	34085.72735856342	0.3916099969084119	2.646440658081353	33.67467397224126	-1677.5212034924741
8000	-1736.3015045974714	-1691.349225531185	-44.952279066286415	665.7143263169885	20680.313014648036	0.3916099969084119	2.9462518984840846	37.219388386600535	-1691.349225531185
9000	-1726.6720541979698	-1683.8509789360799	-42.82107526189004	658.3671484772447	28397.58571225937	0.3916099969084119	2.8859932590770083	37.963899555480516	-1683.8509789360799
10000	-1725.385269461347	-1681.6645954742728	-43.72067398707418	658.3671484772447	31320.102245407325	0.3916099969084119	3.0118038424306506	37.96265543610127	-1681.6645954742728
11000	-1726.9582745427035	-1681.247978465544	-45.71029607715952	761.1921351732748	50606.23809438059	0.3916099969084119	2.9022366175901526	35.98426529196232	-1681.247978465544
12000	-1728.5797415510685	-1681.3661870313147	-47.21355451975387	761.1921351732748	29922.832157357956	0.3916099969084119	3.112657733947613	35.80183031044236	-1681.3661870313147
13000	-1725.7108811951457	-1679.3916809628997	-46.31920023224593	676.1961490273427	41857.630328648476	0.3916099969084119	2.877391548138442	33.80800284408453	-1679.3916809628997
14000	-1724.669472475158	-1679.829033729289	-44.84043874586902	475.57399886561586	51314.917584325245	0.3916099969084119	2.573009981083565	31.33643430821929	-1679.829033729289
15000	-1728.1492419024312	-1683.1589647886908	-44.99027711374042	543.5822116841226	27230.234865479924	0.3916099969084119	3.028275510224215	37.69042245996833	-1683.1589647886908
16000	-1724.4558714829598	-1681.136511494648	-43.31935998831187	541.9345862688649	29985.520310513926	0.3916099969084119	2.923437307856822	34.50554338693467	-1681.136511494648
17000	-1723.6014307248852	-1681.8152866092082	-41.78614411567705	444.77932599633584	27220.43293823461	0.3916099969084119	2.699249791959209	34.167209845188935	-1681.8152866092082
18000	-1722.855341212749	-1681.2589657783021	-41.596375434446784	403.6485123805156	41233.771919234125	0.3916099969084119	2.556988942502906	31.396086563213743	-1681.2589657783021
19000	-1717.9685175144823	-1675.6549589457452	-42.31355856873711	415.50208820507294	31281.19066906103	0.3916099969084119	2.6878435763844015	33.31682556906948	-1675.6549589457452
20000	-1724.5426816816296	-1683.2676801155606	-41.27500156606911	371.26284754047845	17704.665329750023	0.3997336586703921	2.774493849211557	35.580723789627385	-1683.2676801155606
21000	-1728.0508425875867	-1685.9248318555915	-42.126010731995194	477.8997070579592	26730.176664691844	0.3997336586703921	2.7331902327869626	35.377482571628065	-1685.9248318555915
22000	-1727.0051420289817	-1684.2493918417842	-42.75575018719749	516.350923136631	18144.224909149652	0.3997336586703921	2.74631482131154	35.50182552116067	-1684.2493918417842
23000	-1731.7897521137154	-1689.123421658908	-42.66633045480745	484.78010980834426	17623.28195871301	0.3997336586703921	2.713181484357514	34.838530332570386	-1689.123421658908
24000	-1726.5404711423296	-1686.0557792997697	-40.484691842559975	391.55721430414246	28404.182993231996	0.3997336586703921	2.565086296453074	33.85351484940259	-1686.0557792997697
25000	-1726.935478493583	-1683.9798032809592	-42.95567521262379	665.9393219051805	29224.31986174318	0.3997336586703921	2.7197438543677563	35.41550895285617	-1683.9798032809592
26000	-1725.6929206764305	-1681.6387123610882	-44.05420831534223	739.5377390048195	46447.09519367713	0.39480371012323423	2.8772155562686414	36.19650601620564	-1681.6387123610882
27000	-1721.9511574022438	-1682.5460636722873	-39.4050937299565	437.96038556499616	32542.388614414573	0.4103851248261009	2.300322232589982	31.762066361430726	-1682.5460636722873
28000	-1728.2153936588354	-1682.424708290428	-45.79068536840735	723.55455661429	50788.23010623141	0.4129973268860504	2.930313378675893	35.2956125669885	-1682.424708290428
29000	-1722.9837288469828	-1681.6114781827707	-41.372250664212004	238.2667074280338	17701.231397586693	0.3862836367801169	2.5109822671849953	32.87083141338277	-1681.6114781827707
30000	-1722.9958947109562	-1679.1286708513037	-43.867223859652555	489.6653602045567	30330.223424171545	0.42129833637674874	2.5981200855459776	32.76288414252668	-1679.1286708513037
31000	-1721.5070687992907	-1679.1339452093832	-42.37312358990734	406.03271907113947	17195.767968873544	0.42129833637674874	2.840855468179725	33.965384607276285	-1679.1339452093832
32000	-1731.3408228966475	-1688.400889765046	-42.939933131601386	380.9772734071266	21978.922114563724	0.409112763547607	2.6519085069671418	31.289017091478318	-1688.400889765046
33000	-1731.9027150093013	-1690.8643329935653	-41.03838201573613	380.8315476768092	29661.669978580692	0.409112763547607	2.482359002990687	32.06826292408918	-1690.8643329935653
34000	-1726.7407697689132	-1686.239502967315	-40.50126680159826	202.8555191922878	25804.53800088824	0.409112763547607	2.222409935782081	26.245676909932882	-1686.239502967315
35000	-1723.4753994554292	-1682.3138217386604	-41.16157771676881	261.36142262239605	19672.255008151507	0.41502409598308787	2.3225064896322283	29.97554765861788	-1682.3138217386604
36000	-1729.1914882344274	-1684.3429494343438	-44.848538800083624	542.9964452067625	46537.22827412128	0.3845342283510765	2.590465818843269	32.73920587141036	-1684.3429494343438
37000	-1721.5274691631373	-1680.3568739505681	-41.1705952125692	413.91355916068557	24731.58881466948	0.40008335905906706	2.6196926989342737	32.402620835195066	-1680.3568739505681
38000	-1722.8438768059566	-1677.8700095887084	-44.97386721724822	376.8712006332282	12493.506032595833	0.43642455266296876	2.8846632252753026	32.35297094357945	-1677.8700095887084
39000	-1719.960493719789	-1677.3605907964477	-42.59990292334131	754.9883550253556	26900.90901724915	0.4435645768587972	2.572192846480191	35.12650454889184	-1677.3605907964477
40000	-1729.3169974199136	-1681.2029523828298	-48.114045037083656	693.2798673371242	16478.320832271052	0.44745650537068477	3.0612203277411134	34.50365590233007	-1681.2029523828298
41000	-1721.204253143248	-1680.570319245274	-40.63393389797401	595.1478975427278	27166.797065453386	0.42869384272634387	2.7351558089213603	34.23455257004217	-1680.570319245274
42000	-1725.8606024595592	-1682.324331636907	-43.536270822652455	536.3901514611815	23723.472519854193	0.403821933564284	2.700710644683123	33.40536331234362	-1682.324331636907
43000	-1729.3943024411813	-1686.6927939017296	-42.70150853945176	295.4419499238922	27672.348765532606	0.36978886878538564	2.360931936678522	31.774014583547867	-1686.6927939017296
44000	-1731.250577513465	-1681.9301079215543	-49.32046959191066	707.0647949169401	122374.33772863325	0.36978886878538564	2.518239605171819	33.40638792185897	-1681.9301079215543
45000	-1723.132897410625	-1680.5886825169403	-42.54421489368468	717.0026778743822	48437.97437549616	0.40934847939511815	2.6943918889402387	34.06145266247949	-1680.5886825169403
46000	-1730.160012566189	-1686.4105028354797	-43.749509730709235	256.2347341012015	8393.571173141076	0.40734826749357467	2.662575124193129	32.37255082754778	-1686.4105028354797
47000	-1720.5746639312272	-1679.2046001237807	-41.37006380744649	450.0453355858677	32774.81752546474	0.4157827518415166	2.4086954875015807	32.441320528290476	-1679.2046001237807
48000	-1721.8210341826643	-1677.6220708758694	-44.198963306794894	305.5559800891054	10215.224671378257	0.43864511834901215	2.2228960944016865	29.925720933880775	-1677.6220708758694
49000	-1726.35131666437	-1682.1750877820393	-44.17622888233072	302.3498598889353	20529.31308918633	0.37166857571166767	2.502997977607902	32.104921348220536	-1682.1750877820393
