Sample	posterior	likelihood	prior	N0	NInfinity	b	tree.height	tree.treeLength	D.treeLikelihood
0	-1703.2671219669571	-1660.743411665669	-42.52371030128796	225.22601995593342	26971.555403742204	0.4194340171660781	2.236566048234982	25.184283135296685	-1660.743411665669
1000	-1702.7984568688087	-1659.4603316054506	-43.338125263357995	296.7329868059765	33418.005148020195	0.4194340171660781	2.2939790178611625	26.416609225006017	-1659.4603316054506
2000	-1704.0015430343133	-1658.040757291333	-45.96078574298036	296.7329868059765	12308.685374064005	0.4194340171660781	2.4770180882830113	28.34190324445516	-1658.040757291333
3000	-1705.4931414155137	-1658.1300234113264	-47.36311800418732	296.7329868059765	14242.178229466812	0.4194340171660781	2.8015270782121298	29.216649367592915	-1658.1300234113264
4000	-1703.3484487055898	-1659.0957751687772	-44.25267353681264	296.7329868059765	26347.93069848995	0.4194340171660781	2.418093525262289	29.60465618723895	-1659.0957751687772
5000	-1705.3480031216143	-1660.496758397073	-44.851244724541274	296.7329868059765	16207.831015245587	0.4194340171660781	2.5789347150323683	29.137477429949065	-1660.496758397073
6000	-1702.9163261429374	-1658.2115799313597	-44.70474621157761	296.7329868059765	15926.448732292585	0.4194340171660781	2.526046924539813	30.32846683969005	-1658.2115799313597
7000	-1703.7209424125256	-1655.6719829252388	-48.048959487286716	349.1599279092428	11935.190867672774	0.4194340171660781	2.7444595236124756	29.66900725118259	-1655.6719829252388
8000	-1701.4454936351294	-1655.6423915121036	-45.80310212302584	349.1599279092428	12194.391280917804	0.4194340171660781	2.7611956876892525	32.24104850491348	-1655.6423915121036
9000	-1703.556486005864	-1660.7795436000833	-42.77694240578054	259.768811413996	13501.12006749179	0.4194340171660781	2.4553747566539688	29.37005564996426	-1660.7795436000833
10000	-1710.7020695746305	-1665.3321608674025	-45.36990870722791	259.768811413996	8572.273220436882	0.4194340171660781	2.7012729959301356	31.39843934977794	-1665.3321608674025
11000	-1701.8851536017842	-1658.0541051394098	-43.831048462374454	266.3606232825928	17725.447639686376	0.39496346619405975	2.449864635438909	29.032325799412703	-1658.0541051394098
12000	-1706.9628342130115	-1662.7416539785306	-44.22118023448087	266.3606232825928	23390.34476252006	0.39496346619405975	2.420899635096892	28.324939659071497	-1662.7416539785306
13000	-1701.0331688705905	-1657.155422648376	-43.87774622221453	266.3606232825928	12664.005337336892	0.39992000706697267	2.829948026225112	32.47212133490492	-1657.155422648376
14000	-1707.4587807716468	-1664.305278098902	-43.15350267274495	338.05100002438877	22597.790288272012	0.39992000706697267	2.6015423099070762	29.33407086805169	-1664.305278098902
15000	-1705.3880167494087	-1659.9916437596353	-45.39637298977348	571.2063935173076	33212.040163697304	0.39992000706697267	2.7646256799783853	32.16694980336054	-1659.9916437596353
16000	-1705.731760571486	-1658.3044434698586	-47.42731710162729	375.7891295922047	17709.584229955402	0.39992000706697267	2.9629940881048973	32.9882279685452	-1658.3044434698586
17000	-1706.8989006202814	-1658.5579478092754	-48.340952811005906	464.31332840738514	14184.760942882196	0.39992000706697267	3.089414855213605	33.35117658902049	-1658.5579478092754
18000	-1701.0937282288319	-1656.342126758558	-44.75160147027399	303.7871673777046	18713.203510734795	0.4518280335129977	2.3170680870481175	27.499312751713454	-1656.342126758558
19000	-1701.8371178324637	-1656.875455404261	-44.96166242820279	269.04981125914213	20598.00805101715	0.38720557855305193	2.440295337869811	28.974662351699976	-1656.875455404261
20000	-1702.558918862318	-1657.3510507290475	-45.20786813327061	277.70541259338995	26324.20235833923	0.38720557855305193	2.5224932497360473	29.680325277743098	-1657.3510507290475
21000	-1700.618256302701	-1655.592676847331	-45.02557945536998	426.0937672482544	49057.99109223945	0.4238880271232179	2.5052925276648343	28.31526756938641	-1655.592676847331
