Sample	posterior	likelihood	prior	N0	NInfinity	b	tree.height	tree.treeLength	D.treeLikelihood
0	-2091.881340098547	-2041.1963144885906	-50.6850256099564	1442.1600024107572	36438.55432428227	0.3806022514570274	3.5863664043126606	46.580692880098844	-2041.1963144885906
1000	-2090.433128683031	-2034.8218869880443	-55.61124169498665	1046.3758866519197	21929.71898116011	0.3806022514570274	3.807411790968853	46.374961784660655	-2034.8218869880443
2000	-2084.354874386311	-2034.5629973239406	-49.7918770623706	1046.3758866519197	16250.578877314227	0.3806022514570274	3.6184681170363286	45.71601844515043	-2034.5629973239406
3000	-2094.308529884919	-2039.1575457761921	-55.15098410872723	1046.3758866519197	16250.578877314227	0.3806022514570274	3.8906426417356275	45.99312773980692	-2039.1575457761921
4000	-2086.4781093926704	-2035.1652815566829	-51.31282783598748	1091.2511831889083	16250.578877314227	0.3806022514570274	3.839976194569775	47.67178169598084	-2035.1652815566829
5000	-2083.7740527905703	-2032.8423280365737	-50.931724753996626	1295.2541269694948	20947.99107603244	0.3806022514570274	3.824331118131669	47.39519467739271	-2032.8423280365737
6000	-2084.8727768841045	-2032.529060766314	-52.34371611779069	1295.2541269694948	24956.921115367175	0.3806022514570274	3.824331118131669	46.92352496300469	-2032.529060766314
7000	-2083.563826450619	-2032.3499617254006	-51.21386472521853	1295.2541269694948	24956.921115367175	0.3806022514570274	3.7440612917052953	45.07797621316613	-2032.3499617254006
8000	-2084.5703996782977	-2033.563045337933	-51.00735434036467	1295.2541269694948	31278.74218612366	0.3806022514570274	3.7550724775461006	45.700656603676	-2033.563045337933
9000	-2086.8934990299085	-2040.46426188151	-46.429237148398286	958.3745622887216	21720.481192029565	0.3806022514570274	3.5018462155717884	45.80031085027448	-2040.46426188151
10000	-2084.7466456982515	-2037.3078975589362	-47.43874813931529	921.0210546183075	21720.481192029565	0.3806022514570274	3.5018462155717884	43.08700824821687	-2037.3078975589362
11000	-2082.4151788097893	-2033.3722997597768	-49.04287905001247	921.0210546183075	16103.169710656224	0.3806022514570274	3.9207540854175	46.88749626162206	-2033.3722997597768
12000	-2079.9324664176634	-2033.1028727641747	-46.82959365348877	825.9875197723496	14637.618829234574	0.3806022514570274	3.8144763103828683	46.65211101033509	-2033.1028727641747
13000	-2085.9358249347083	-2031.6713120640188	-54.26451287068964	1122.6868835182129	18046.9840474583	0.3695301687008318	3.670146517010741	45.16636633240528	-2031.6713120640188
14000	-2089.1315333269927	-2033.6048826064123	-55.526650720580456	1562.9956875573582	31742.55421878628	0.3695301687008318	3.8276114283939804	45.71675976423979	-2033.6048826064123
