Sample	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	D.treeLikelihood
0	-2292.7027016475417	-2230.1848235619063	-62.51787808563532	5.986314421731861E13	0.8193895713324422	0.7173978424581816	5.7189225188792	223.07038779169	-2230.1848235619063
1000	-2296.914559828021	-2229.9806734789395	-66.9338863490817	5.986314421731861E13	0.8193895713324422	0.7173978424581816	5.7189225188792	222.6608071378481	-2229.9806734789395
2000	-2296.0955470796107	-2228.818088191828	-67.27745888778259	7.134453596270158E13	0.8193895713324422	0.7173978424581816	5.7189225188792	222.83492448371652	-2228.818088191828
3000	-2296.1700194420246	-2229.6462902735684	-66.52372916845604	7.134453596270158E13	0.8193895713324422	0.7173978424581816	5.7189225188792	222.86595529139086	-2229.6462902735684
4000	-2304.218725849978	-2229.3833876995245	-74.83533815045335	1.2825369987540417E14	0.8186951839520337	0.7167898874317036	5.723773100273211	222.9933116490543	-2229.3833876995245
5000	-2300.5641581301466	-2234.761128446322	-65.80302968382455	9.886618967390684E13	0.8149131496380027	0.7134786135860082	5.750337288469925	224.1183924301341	-2234.761128446322
6000	-2295.44402259889	-2232.004938462479	-63.43908413641128	9.886618967390684E13	0.8149131496380027	0.7134786135860082	5.750337288469925	223.90763164372393	-2232.004938462479
7000	-2291.9489035847987	-2229.2849007396776	-62.66400284512103	9.886618967390684E13	0.8149131496380027	0.7134786135860082	5.750337288469925	224.20942415032792	-2229.2849007396776
8000	-2294.1482303821404	-2229.472494223377	-64.67573615876331	1.4592343165963903E14	0.8128166157682124	0.7116430411947435	5.765169387930148	224.75300692183976	-2229.472494223377
9000	-2296.3361896504593	-2231.9211806026583	-64.41500904780101	1.4592343165963903E14	0.8128166157682124	0.7116430411947435	5.765169387930148	224.7094676060812	-2231.9211806026583
10000	-2296.0228834557006	-2229.292017684235	-66.73086577146579	1.0244513901685606E14	0.8128166157682124	0.7116430411947435	5.765169387930148	224.51891437478983	-2229.292017684235
11000	-2298.432545949156	-2231.547731729159	-66.88481421999725	1.2786474950063342E14	0.8128166157682124	0.7116430411947435	5.765169387930148	224.52356780164766	-2231.547731729159
12000	-2299.7924272943023	-2233.1392686017907	-66.65315869251143	1.2786474950063342E14	0.8128166157682124	0.7116430411947435	5.765169387930148	224.4475410717918	-2233.1392686017907
13000	-2303.566461322426	-2231.4152448217874	-72.15121650063888	9.429921523054534E13	0.811000526314438	0.7100530055127783	5.7780794453036295	224.1752978199772	-2231.4152448217874
14000	-2293.839404634818	-2232.1539045779423	-61.6855000568758	1.0949789172474556E14	0.811000526314438	0.7100530055127783	5.731433841885431	224.47223083379305	-2232.1539045779423
15000	-2294.366821010486	-2233.317463993436	-61.049357017049985	7.148372541795248E13	0.810320440226465	0.7094575716565672	5.704401388009532	224.04187562427032	-2233.317463993436
16000	-2295.4437296670253	-2229.342876670491	-66.10085299653424	7.73566814165025E13	0.810320440226465	0.7094575716565672	5.704401388009532	223.95598219817506	-2229.342876670491
17000	-2290.8997346067104	-2233.4642364590295	-57.435498147681	9.77376638446111E13	0.8059514999260341	0.7056324456664219	5.73532407891115	225.73015284049023	-2233.4642364590295
18000	-2304.1221874185435	-2233.9439383179633	-70.17824910058002	1.2451659934495836E14	0.8059514999260341	0.7056324456664219	5.753419311560114	224.95236392973226	-2233.9439383179633
19000	-2303.266062015718	-2230.900633836397	-72.36542817932104	1.64217437196375E14	0.8040685570294189	0.7039838779780304	5.760073877912807	225.17532517815567	-2230.900633836397
20000	-2303.880420459238	-2232.2197476211873	-71.6606728380505	1.992616883877947E14	0.7952740283834588	0.6962840290944415	5.823771588279534	227.1522976021498	-2232.2197476211873
21000	-2292.5306599233204	-2231.728285059162	-60.80237486415862	1.2843767796646177E14	0.7981233511510614	0.6987786886281492	5.802980560231213	226.30956419922697	-2231.728285059162
22000	-2297.778962282228	-2234.9907274915104	-62.78823479071741	1.3842324099048652E14	0.7958522723018434	0.6967902973628907	5.819540199339419	226.82952345434938	-2234.9907274915104
23000	-2293.6713733945426	-2230.5883928527296	-63.08298054181274	1.6653868268620638E14	0.7958522723018434	0.6967902973628907	5.819540199339419	227.0090497037044	-2230.5883928527296
24000	-2297.5162959682625	-2230.4799230039253	-67.03637296433708	5.636545461776362E13	0.8005913279376574	0.7009394693896883	5.779677469863706	224.96343169390875	-2230.4799230039253
25000	-2287.065584028631	-2230.5147224677207	-56.5508615609099	7.751064316266962E13	0.8032226398952536	0.7032432545332363	5.760743573230159	225.42675494281465	-2230.5147224677207
26000	-2287.1959874816885	-2228.8877758683025	-58.30821161338622	7.007630988727372E13	0.8066691903575715	0.7062608031475901	5.736130393920794	224.39246261969726	-2228.8877758683025
27000	-2292.2431432135018	-2227.82674933722	-64.4163938762818	5.0367670997097484E13	0.808925998291925	0.708236699838971	5.734855589460094	223.94040049448728	-2227.82674933722
28000	-2293.0252316765877	-2228.920736371207	-64.10449530538068	1.1381903015190656E14	0.8053672371583392	0.7051209077317968	5.760196800570826	224.9698592282213	-2228.920736371207
29000	-2298.8769056478595	-2227.284467642555	-71.59243800530497	8.321197652888877E13	0.8101702076708182	0.7093260389704572	5.72604835235924	223.45866338542376	-2227.284467642555
30000	-2286.324289269797	-2227.5033641285263	-58.820925141270905	6.012842459528903E13	0.8101702076708182	0.7093260389704572	5.72604835235924	223.97182631909672	-2227.5033641285263
31000	-2292.0433572084257	-2231.8684310163494	-60.17492619207618	7.979175137554772E13	0.8134264639668177	0.7121769798695978	5.737651935497804	223.7914024509758	-2231.8684310163494
32000	-2306.166829107817	-2228.2481903588073	-77.91863874900974	6.6926338591521586E13	0.8134264639668177	0.7121769798695978	5.746386478118272	222.84519333999293	-2228.2481903588073
33000	-2300.3339193577926	-2231.9437736748932	-68.39014568289942	8.346416588914483E13	0.8125140447443151	0.7113781320387957	5.753701517017293	223.84304339076485	-2231.9437736748932
34000	-2304.7661405187164	-2234.8091947286607	-69.95694579005577	6.316912942829632E13	0.8161897713841876	0.714596330626096	5.727789609412635	222.81324143182317	-2234.8091947286607
35000	-2291.73806225183	-2233.2829049163943	-58.45515733543552	5.993105362989036E13	0.8175362442758636	0.7157752042427641	5.718356005101759	223.14952625758588	-2233.2829049163943
36000	-2305.621813008961	-2232.394516114348	-73.22729689461292	9.582241130637217E13	0.8132053401140695	0.7119833799258988	5.748810369577084	223.7175395396431	-2232.394516114348
37000	-2303.655839687366	-2233.078474195575	-70.57736549179128	6.395260467885859E13	0.8162357497324438	0.714636585919784	5.727466964508283	222.7633299032537	-2233.078474195575
38000	-2296.4708157241553	-2234.250932285667	-62.219883438487855	1.073579935070244E14	0.810291569131999	0.7094322942285843	5.769482825609478	225.0138806748154	-2234.250932285667
39000	-2303.078391010813	-2231.923583466636	-71.15480754417688	1.073579935070244E14	0.8098806444198018	0.7090725184732453	5.772410199026753	224.46081370613135	-2231.923583466636
40000	-2297.146956343915	-2232.6652125023843	-64.48174384153073	7.629595030297928E13	0.8164861713393544	0.7148558368436274	5.725710313224862	223.0069343421315	-2232.6652125023843
41000	-2303.4628972982605	-2233.7859319610916	-69.67696533716905	5.734788570058492E13	0.811729916457237	0.7106916064091788	5.759259572749168	223.63807609217847	-2233.7859319610916
