Sample	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	D.treeLikelihood
0	-2856.61195762043	-2726.2690797321993	-130.34287788823053	6601.580736693056	0.4147053031553103	0.5937731363321306	7.481111902121156	244.57317531247025	-2726.2690797321993
1000	-2860.0734841027856	-2726.1760864756125	-133.8973976271731	6760.333845420752	0.41492073704697574	0.5940815935825037	7.30243294269148	241.60790955655884	-2726.1760864756125
2000	-2855.706042643819	-2720.5193439843656	-135.18669865945316	7099.565929939156	0.4062219970643724	0.5816267778801019	7.327980734724897	243.5599218047747	-2720.5193439843656
3000	-2851.5899927697265	-2716.733433955377	-134.85655881434903	7099.565929939156	0.4056430969566334	0.5807979113814584	7.338438619670231	242.5909456091961	-2716.733433955377
4000	-2849.062656653668	-2716.948693547968	-132.11396310569972	8269.939446240876	0.40652060112210453	0.5820543177898452	7.322598068320459	244.26830224893217	-2716.948693547968
5000	-2846.17462896216	-2711.2318022367613	-134.9428267253987	6621.220633591197	0.3891351805948828	0.5571619530326107	7.548650274619927	251.19376836150224	-2711.2318022367613
6000	-2848.862946970157	-2712.8034919556067	-136.05945501455028	3549.238439877089	0.40697858006998433	0.5827100499306875	7.217690393820509	234.972449167743	-2712.8034919556067
7000	-2844.260609083417	-2711.990756076375	-132.269853007042	3549.238439877089	0.4135794608494992	0.5921611605221988	7.251785565528874	231.73086029181255	-2711.990756076375
8000	-2850.190229335436	-2712.1988770042476	-137.99135233118818	5742.589606471133	0.4025314400256321	0.5763426553694121	7.450820646945323	237.16307955273663	-2712.1988770042476
9000	-2845.798546344054	-2716.3307832172814	-129.46776312677255	5742.589606471133	0.4092491490000663	0.5855907960920061	7.144090157539945	240.5281544393744	-2716.3307832172814
10000	-2847.844980404291	-2720.469946341533	-127.37503406275789	5742.589606471133	0.39996212573338	0.5723020809869126	7.3099741931613735	247.51398287456124	-2720.469946341533
11000	-2847.5840497765885	-2712.5641592547995	-135.01989052178888	5742.589606471133	0.3963488811866855	0.5671319230140889	7.376614281335302	243.12520949871615	-2712.5641592547995
12000	-2837.8927824552725	-2708.426842592832	-129.46593986244017	5742.589606471133	0.3963488811866855	0.5671319230140889	7.376614281335302	246.962071133201	-2708.426842592832
