Sample	posterior	likelihood	prior	NInfinity	b	f0	tree.height	tree.treeLength	D.treeLikelihood
0	-2867.7928733450744	-2713.583631843566	-154.20924150150864	1869.4176227641437	0.3901299545604369	0.7439427727758752	8.654119849723186	262.42199422102084	-2713.583631843566
1000	-2862.1831879777606	-2706.570555401593	-155.6126325761676	1760.907098824458	0.3942102710412468	0.7517235697155946	8.564544436691813	260.6758971425436	-2706.570555401593
2000	-2872.4739995040554	-2718.159672923063	-154.31432658099234	1571.9024239604914	0.39201265527571305	0.7475329138918212	8.612557115939248	261.48349872722054	-2718.159672923063
3000	-2867.7765831689658	-2712.2136083527344	-155.56297481623125	1571.9024239604914	0.3884289787037216	0.7406991646384394	8.69201725113393	260.0043857526612	-2712.2136083527344
4000	-2876.049761063519	-2719.1792165831894	-156.8705444803297	1571.9024239604914	0.3868904511480139	0.7377653308161304	8.72658235351853	264.7134217939238	-2719.1792165831894
5000	-2879.11358939773	-2722.3201023071806	-156.79348709054906	863.1407284910064	0.4007383074450231	0.7641719486371236	8.425027807445796	250.2973271804295	-2722.3201023071806
6000	-2874.091248443535	-2714.833595010534	-159.25765343300102	1077.2821449474611	0.39723526601756115	0.7574919633598304	8.494443999363302	245.7757076148752	-2714.833595010534
7000	-2871.9300064309095	-2714.7007809527736	-157.22922547813616	939.7435051437224	0.39723526601756115	0.7574919633598304	8.494443999363302	248.3539465022829	-2714.7007809527736
8000	-2862.3000431036494	-2704.350648153394	-157.94939495025542	939.7435051437224	0.39723526601756115	0.7574919633598304	8.763840370180993	250.67994014829938	-2704.350648153394
9000	-2870.81715898501	-2713.865201451303	-156.9519575337067	1626.325954253802	0.387015778314467	0.7380043184627477	8.74675517093115	257.20171011482995	-2713.865201451303
10000	-2869.5138685289153	-2711.8042471147032	-157.70962141421205	1456.3249900504493	0.386871114936785	0.7377284583985466	8.918016343145938	259.63470668084153	-2711.8042471147032
11000	-2879.089437045127	-2721.9396904797304	-157.1497465653964	1485.6604806520816	0.3953433440328884	0.7538842381116144	8.726902773934967	255.72035541240146	-2721.9396904797304
12000	-2879.9518897349158	-2722.7628650585057	-157.18902467641004	1290.1852556542979	0.38427684993155525	0.732781428110958	8.978222149764818	262.1458489078984	-2722.7628650585057
13000	-2875.3365768152216	-2719.711234928631	-155.62534188659072	2135.9608370681217	0.3715200614898558	0.7084553786648806	9.070489877639105	273.2993966534237	-2719.711234928631
14000	-2874.158746380524	-2719.840033886129	-154.31871249439527	1324.9776756890567	0.382321340845789	0.7290524479738331	8.829538881948356	266.92551874236995	-2719.840033886129
15000	-2875.548150412008	-2721.688978528866	-153.85917188314198	1202.0836963579372	0.3905793838349407	0.7447997940241352	8.642855419688788	258.1509010073795	-2721.688978528866
16000	-2877.0218045550423	-2719.810008232052	-157.21179632299032	1202.0836963579372	0.37857950998664136	0.7219171127039508	8.684911972538051	258.9294779594576	-2719.810008232052
17000	-2879.3241439166036	-2723.7716909813853	-155.5524529352184	1772.5320945790193	0.38025980732119236	0.7251212887574461	8.65420071977528	260.0558377834063	-2723.7716909813853
