Sample	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	D.treeLikelihood
0	-14764.55810759143	-14647.01923192789	-117.53887566353941	11045.100307859439	0.5755871910483765	0.8986548950026249	8.082187784072376	297.2727757626669	-14647.01923192789
1000	-14762.057081661742	-14644.33802655022	-117.71905511152265	8070.108546597407	0.5755871910483765	0.8986548950026249	8.082187784072376	296.15862141427715	-14644.33802655022
2000	-14765.437239328738	-14647.230970390838	-118.20626893790052	8070.108546597407	0.5755871910483765	0.8986548950026249	8.082187784072376	294.3148050881424	-14647.230970390838
3000	-14766.595180945036	-14649.83972210818	-116.7554588368558	10768.293524193296	0.5755871910483765	0.8986548950026249	8.082187784072376	296.09375455110285	-14649.83972210818
4000	-14765.068308738588	-14647.728325797956	-117.33998294063132	8656.418877654443	0.5755871910483765	0.8986548950026249	8.082187784072376	294.2258467631343	-14647.728325797956
5000	-14755.343184531604	-14643.66852913862	-111.6746553929835	8656.418877654443	0.5755871910483765	0.8986548950026249	8.082187784072376	296.8240712500826	-14643.66852913862
6000	-14759.01431874292	-14644.066539479572	-114.9477792633487	8656.418877654443	0.5755871910483765	0.8986548950026249	8.082187784072376	295.09544146344507	-14644.066539479572
7000	-14758.635866090133	-14644.192149748276	-114.44371634185681	8656.418877654443	0.5755871910483765	0.8986548950026249	8.082187784072376	296.2697957059056	-14644.192149748276
8000	-14764.883922802384	-14646.40700890818	-118.47691389420439	8656.418877654443	0.5755871910483765	0.8986548950026249	8.082187784072376	294.3840178218276	-14646.40700890818
9000	-14762.481667490583	-14645.619397046143	-116.86227044444047	8656.418877654443	0.5755871910483765	0.8986548950026249	8.082187784072376	294.6355504964753	-14645.619397046143
10000	-14767.891710798238	-14647.808029012855	-120.0836817853832	5875.052225039925	0.5755871910483765	0.8986548950026249	8.082187784072376	290.34438496164205	-14647.808029012855
11000	-14764.59251520095	-14646.385160545702	-118.20735465524727	9910.253949646618	0.5755871910483765	0.8986548950026249	8.082187784072376	293.6809702470221	-14646.385160545702
12000	-14766.352559431401	-14647.647967671368	-118.70459176003438	5426.212773482545	0.5755871910483765	0.8986548950026249	8.060787381953538	289.68110785134434	-14647.647967671368
13000	-14764.132225495046	-14645.753099347701	-118.3791261473459	8642.594227688443	0.5755871910483765	0.8986548950026249	8.060787381953538	293.2873205009889	-14645.753099347701
14000	-14761.81656396368	-14640.067907591076	-121.74865637260429	8642.594227688443	0.5755871910483765	0.8986548950026249	8.060787381953538	291.6189595817323	-14640.067907591076
15000	-14755.801093863878	-14638.01640463569	-117.78468922818911	8616.84959025272	0.5755871910483765	0.8986548950026249	8.060787381953538	292.72994329369624	-14638.01640463569
16000	-14759.705074604739	-14639.694354953223	-120.01071965151615	6766.794604681616	0.5755871910483765	0.8986548950026249	8.056246833805204	288.7539031052649	-14639.694354953223
17000	-14757.110041154026	-14640.607288294934	-116.50275285909186	5344.053664524748	0.5755871910483765	0.8986548950026249	8.056246833805204	289.4469915769195	-14640.607288294934
18000	-14769.474260949835	-14652.324739040616	-117.14952190921862	5965.893981219956	0.5755871910483765	0.8986548950026249	8.056246833805204	293.779708765405	-14652.324739040616
19000	-14769.696138020685	-14653.652499604756	-116.04363841592973	10694.67621266144	0.5755871910483765	0.8986548950026249	8.056246833805204	295.29317350256326	-14653.652499604756
20000	-14762.233504749489	-14645.012136005293	-117.22136874419688	11450.08911741972	0.5755871910483765	0.8986548950026249	8.019917957107886	297.98367752540895	-14645.012136005293
21000	-14763.049671478062	-14646.839424043206	-116.21024743485626	9168.375170972602	0.5755871910483765	0.8986548950026249	8.057955281954914	297.8626198436506	-14646.839424043206
22000	-14762.815650369717	-14647.049131280102	-115.76651908961584	5294.214294926632	0.5755871910483765	0.8986548950026249	7.985007990400327	289.88240894140455	-14647.049131280102
23000	-14758.961008720351	-14638.420264322196	-120.5407443981545	8152.4295345754235	0.5755871910483765	0.8986548950026249	7.990514331862972	289.90691191712256	-14638.420264322196
24000	-14767.168499784313	-14648.606995194812	-118.5615045895002	4089.470026549207	0.5755871910483765	0.8986548950026249	7.8689073668059155	289.1906937981066	-14648.606995194812
25000	-14762.986238472493	-14646.004259373613	-116.98197909887959	5542.725583728843	0.5755871910483765	0.8986548950026249	7.875934070183172	289.3137254975805	-14646.004259373613
26000	-14766.831440442378	-14649.316160259654	-117.51528018272386	9101.70626175572	0.5755871910483765	0.8986548950026249	8.259161322337347	296.3809462509794	-14649.316160259654
27000	-14760.544033243823	-14637.822911599565	-122.72112164425798	6016.4128149196085	0.5755871910483765	0.8986548950026249	8.19582168876694	295.81589708277255	-14637.822911599565
28000	-14758.124814305433	-14638.025539670694	-120.09927463473751	11041.10203404408	0.5755871910483765	0.8986548950026249	8.19582168876694	296.59000183294893	-14638.025539670694
29000	-14763.135480551127	-14644.690504610002	-118.44497594112534	11041.10203404408	0.5755871910483765	0.8986548950026249	8.19582168876694	296.211631490833	-14644.690504610002
30000	-14765.859225348577	-14650.145504217973	-115.7137211306041	14849.105986105162	0.5755871910483765	0.8986548950026249	8.19582168876694	300.557445422951	-14650.145504217973
31000	-14766.240373071434	-14650.643309602356	-115.59706346907792	14760.638523022139	0.5755871910483765	0.8986548950026249	8.19582168876694	300.1247689467499	-14650.643309602356
32000	-14781.561484334099	-14660.673022743613	-120.88846159048606	11684.261901311163	0.5755871910483765	0.8986548950026249	8.19582168876694	295.6692859212689	-14660.673022743613
33000	-14764.982417058183	-14648.838102147354	-116.14431491082831	10069.971607642536	0.5755871910483765	0.8986548950026249	8.214694095806202	298.4917498859235	-14648.838102147354
34000	-14755.87253112111	-14636.974620337116	-118.89791078399293	11930.283821529336	0.5755871910483765	0.8986548950026249	8.244679468984728	296.187442982101	-14636.974620337116
