Sample	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	D.treeLikelihood
0	-20527.982534435963	-20376.485733895643	-151.4968005403208	1886.9141502443952	0.42500776459080947	0.9698803614399859	13.59431038147943	450.9152136729566	-20376.485733895643
1000	-20531.147604799145	-20378.824033813682	-152.32357098546208	1993.4139740891187	0.42500776459080947	0.9698803614399859	13.59431038147943	452.28605004764927	-20378.824033813682
2000	-20526.052540736546	-20374.483658524838	-151.56888221170772	2184.103681959457	0.42500776459080947	0.9698803614399859	13.59431038147943	453.73569106528475	-20374.483658524838
3000	-20520.60579060889	-20368.62039073324	-151.98539987565331	2184.103681959457	0.42500776459080947	0.9698803614399859	13.59431038147943	452.5043287372781	-20368.62039073324
4000	-20523.80932776606	-20373.780899181602	-150.0284285844562	2184.103681959457	0.42500776459080947	0.9698803614399859	13.59431038147943	453.4532131746822	-20373.780899181602
5000	-20531.333807569838	-20381.721200822085	-149.61260674775096	2184.103681959457	0.42500776459080947	0.9698803614399859	13.59431038147943	455.5586955510268	-20381.721200822085
6000	-20516.030745111704	-20364.584194983054	-151.44655012865027	3030.0686522466094	0.42500776459080947	0.9698803614399859	13.59431038147943	456.5579683904484	-20364.584194983054
7000	-20511.956998714653	-20362.52456869477	-149.4324300198819	1993.0653527502761	0.42500776459080947	0.9698803614399859	13.59431038147943	456.8404977988376	-20362.52456869477
8000	-20517.48793640508	-20366.34574236914	-151.14219403594126	1993.0653527502761	0.42500776459080947	0.9698803614399859	13.59431038147943	455.2109327997764	-20366.34574236914
9000	-20523.729352664875	-20371.556707040443	-152.1726456244326	3106.687209453765	0.42500776459080947	0.9698803614399859	13.59431038147943	456.627374606016	-20371.556707040443
10000	-20516.909791393973	-20366.5966418587	-150.31314953527024	2586.782510534382	0.42500776459080947	0.9698803614399859	13.59431038147943	453.99087505274747	-20366.5966418587
11000	-20523.050193822597	-20371.724123775017	-151.32607004758032	2586.782510534382	0.42500776459080947	0.9698803614399859	13.59431038147943	454.84785510470306	-20371.724123775017
12000	-20518.620361594058	-20369.667103099888	-148.9532584941713	2094.010639740548	0.42500776459080947	0.9698803614399859	13.59431038147943	456.23521710904726	-20369.667103099888
13000	-20525.10069544061	-20371.72619599071	-153.37449944990396	2094.010639740548	0.42500776459080947	0.9698803614399859	13.59431038147943	449.9332175580754	-20371.72619599071
