Sample	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	D.treeLikelihood
0	-22368.412251230613	-22221.63847536776	-146.77377586285274	4284.4109870299335	0.420065981100172	0.9803987097213139	14.99940716766053	524.9955896530145	-22221.63847536776
1000	-22363.9182972325	-22221.97344626096	-141.94485097153898	4207.791630932244	0.420065981100172	0.9803987097213139	14.99940716766053	529.1873453374161	-22221.97344626096
2000	-22370.499046353103	-22225.7536050271	-144.74544132600113	4207.791630932244	0.420065981100172	0.9803987097213139	14.99940716766053	527.791244808234	-22225.7536050271
3000	-22375.210850204607	-22228.503900685384	-146.7069495192212	5615.641809733722	0.420065981100172	0.9803987097213139	14.99940716766053	527.1090770938113	-22228.503900685384
4000	-22378.812119045397	-22227.14091838117	-151.67120066422478	5602.702685669952	0.420065981100172	0.9803987097213139	14.99940716766053	523.3145803976035	-22227.14091838117
5000	-22371.254634170222	-22224.18631451222	-147.06831965800416	2941.8095501640264	0.420065981100172	0.9803987097213139	14.99940716766053	524.6296182258967	-22224.18631451222
6000	-22367.498220927122	-22221.435051991877	-146.0631689352451	2941.8095501640264	0.420065981100172	0.9803987097213139	14.99940716766053	523.3546662317206	-22221.435051991877
7000	-22367.248623617936	-22220.257032766287	-146.9915908516503	4616.140558146009	0.420065981100172	0.9803987097213139	14.99940716766053	524.4420231326405	-22220.257032766287
8000	-22366.32064594307	-22221.218079134866	-145.10256680820387	2965.259312826952	0.420065981100172	0.9803987097213139	14.99940716766053	525.8517042806036	-22221.218079134866
9000	-22365.154148939793	-22218.690974638906	-146.46317430088854	4348.331602614782	0.420065981100172	0.9803987097213139	14.99940716766053	525.6674049308527	-22218.690974638906
10000	-22369.723888952612	-22222.86455838242	-146.85933057019255	4190.639684045466	0.420065981100172	0.9803987097213139	14.99940716766053	522.7420416796905	-22222.86455838242
11000	-22372.942055192325	-22224.41802491341	-148.5240302789149	2688.6528033865475	0.420065981100172	0.9803987097213139	14.99940716766053	521.851997006983	-22224.41802491341
12000	-22376.067793860257	-22227.88996120023	-148.17783266002655	2774.465306099857	0.420065981100172	0.9803987097213139	14.99940716766053	521.0895813698972	-22227.88996120023
13000	-22371.68756207387	-22224.90517768605	-146.7823843878173	3063.1682547126934	0.420065981100172	0.9803987097213139	14.99940716766053	524.3356791614729	-22224.90517768605
14000	-22374.092073156382	-22226.636903776413	-147.4551693799708	2987.0270088028587	0.420065981100172	0.9803987097213139	14.99940716766053	523.3249670284167	-22226.636903776413
15000	-22372.46248768884	-22231.001099183402	-141.46138850543986	2987.0270088028587	0.420065981100172	0.9803987097213139	14.71542487469477	523.9538584537967	-22231.001099183402
16000	-22366.59247341926	-22223.634293384155	-142.9581800351038	2461.628331602039	0.420065981100172	0.9803987097213139	14.71542487469477	522.3721256767914	-22223.634293384155
17000	-22370.372632590574	-22225.335696197457	-145.0369363931173	3060.518238711865	0.420065981100172	0.9803987097213139	14.71542487469477	520.1295452210023	-22225.335696197457
18000	-22388.598959661373	-22238.27652054365	-150.32243911772164	3642.1479909665813	0.420065981100172	0.9803987097213139	14.71542487469477	516.4746890339717	-22238.27652054365
19000	-22370.601762965856	-22222.900068832798	-147.70169413305865	2261.008516494561	0.420065981100172	0.9803987097213139	14.692115809143269	517.1790138962185	-22222.900068832798
20000	-22382.189814203168	-22234.825877892577	-147.36393631059212	3234.917564767665	0.420065981100172	0.9803987097213139	14.72919195158256	518.5406561819661	-22234.825877892577
21000	-22380.764617861463	-22233.073127115396	-147.69149074606796	3059.2960788628798	0.420065981100172	0.9803987097213139	14.84809308293074	523.7744782551569	-22233.073127115396
22000	-22375.833706715017	-22232.901139326535	-142.93256738848228	4109.722068348303	0.420065981100172	0.9803987097213139	14.84809308293074	527.7441203858525	-22232.901139326535
23000	-22376.634409738042	-22229.594535396314	-147.03987434172853	6552.8292264198	0.420065981100172	0.9803987097213139	14.84809308293074	529.7747503928589	-22229.594535396314
24000	-22369.96714423306	-22224.533441098843	-145.4337031342135	4512.487011837418	0.420065981100172	0.9803987097213139	14.84809308293074	526.867081757081	-22224.533441098843
25000	-22373.47365384764	-22233.895127934014	-139.57852591362496	4089.476146997903	0.420065981100172	0.9803987097213139	14.938889560771237	535.9953807771027	-22233.895127934014
26000	-22366.26784949758	-22224.776609432425	-141.491240065157	4091.417890175113	0.420065981100172	0.9803987097213139	14.721741729739682	530.0947046112937	-22224.776609432425
27000	-22377.903330981902	-22230.725486584113	-147.17784439778924	3193.933126150242	0.420065981100172	0.9803987097213139	14.580922062477393	522.602825039445	-22230.725486584113
28000	-22371.561797469425	-22223.972901165052	-147.58889630437173	2535.98107580555	0.420065981100172	0.9803987097213139	14.580922062477393	518.232178367793	-22223.972901165052
29000	-22378.209301798728	-22231.73370305327	-146.47559874545954	3855.2470492368298	0.420065981100172	0.9803987097213139	14.580922062477393	521.3822248322958	-22231.73370305327
30000	-22366.514186320317	-22222.31402530622	-144.20016101409743	3301.1659145794797	0.420065981100172	0.9803987097213139	14.580922062477393	522.1539358934014	-22222.31402530622
31000	-22379.309968433743	-22233.486435955925	-145.82353247781708	2767.874626222054	0.420065981100172	0.9803987097213139	14.68655785677535	522.0495747505009	-22233.486435955925
32000	-22375.18331816891	-22229.487500185725	-145.69581798318407	3579.103427037856	0.420065981100172	0.9803987097213139	14.68655785677535	522.8776795435211	-22229.487500185725
33000	-22385.990893038183	-22238.61328799695	-147.37760504123446	2916.4645364380513	0.420065981100172	0.9803987097213139	14.479499529371589	516.3212753951886	-22238.61328799695
34000	-22372.60288136277	-22228.563540685427	-144.03934067734295	2617.7468422226584	0.420065981100172	0.9803987097213139	14.886538351871996	522.2104843748492	-22228.563540685427
35000	-22372.21276280107	-22227.29760478807	-144.91515801300167	4181.450182327102	0.420065981100172	0.9803987097213139	15.12721503733137	528.2332357853031	-22227.29760478807
36000	-22378.009197601397	-22230.73533337892	-147.27386422247665	3531.6519248115937	0.420065981100172	0.9803987097213139	15.125347257212228	526.0908976299668	-22230.73533337892
37000	-22376.25017964716	-22234.00941590032	-142.24076374683904	5138.655490124974	0.420065981100172	0.9803987097213139	15.125347257212228	531.0297587295838	-22234.00941590032
38000	-22370.016792381517	-22229.733729557196	-140.28306282432004	3846.324976160207	0.420065981100172	0.9803987097213139	14.997452981319082	528.6887001520623	-22229.733729557196
39000	-22371.809527930956	-22224.936609730274	-146.8729182006826	2795.3198138150633	0.420065981100172	0.9803987097213139	14.868860436617332	526.7695119991992	-22224.936609730274
40000	-22365.860260446123	-22223.066436228946	-142.7938242171781	3233.5280951501777	0.420065981100172	0.9803987097213139	14.896117198004678	523.6493650938925	-22223.066436228946
41000	-22371.20551859463	-22227.597189022847	-143.60832957178457	3875.3443349888335	0.420065981100172	0.9803987097213139	14.896117198004678	524.6249577899459	-22227.597189022847
42000	-22363.134307320233	-22220.237784905166	-142.89652241506607	4122.452498755876	0.420065981100172	0.9803987097213139	14.908739687949499	527.7606202076954	-22220.237784905166
43000	-22380.927296879298	-22235.408484594616	-145.51881228468105	3509.651311915562	0.420065981100172	0.9803987097213139	14.908739687949499	527.5568516800404	-22235.408484594616
44000	-22375.527179114797	-22225.87195603121	-149.65522308358692	5234.427970032584	0.420065981100172	0.9803987097213139	14.908739687949499	527.1560822474911	-22225.87195603121
45000	-22375.479617021603	-22231.65192547735	-143.8276915442538	3811.3173544364245	0.420065981100172	0.9803987097213139	14.778237730154293	525.590412434515	-22231.65192547735
46000	-22373.83722243776	-22229.90446797004	-143.93275446771995	3149.061580866915	0.420065981100172	0.9803987097213139	14.694074980208818	522.388301756991	-22229.90446797004
47000	-22376.707339557546	-22230.089696257528	-146.6176433000173	2646.9359210991615	0.420065981100172	0.9803987097213139	14.63509274155442	517.4841746232089	-22230.089696257528
48000	-22372.675273282734	-22228.56569595895	-144.10957732378398	2495.1144706332484	0.420065981100172	0.9803987097213139	14.63509274155442	517.4992756660431	-22228.56569595895
49000	-22368.886761348047	-22225.63849590269	-143.24826544535495	5665.971881144155	0.420065981100172	0.9803987097213139	15.036837295250463	532.3535528089393	-22225.63849590269
50000	-22382.27172070919	-22235.446178520728	-146.82554218846133	4584.966541979698	0.420065981100172	0.9803987097213139	15.01687726364493	528.7025348193548	-22235.446178520728
51000	-22371.386219164087	-22229.166890412187	-142.21932875189938	5710.631490504149	0.420065981100172	0.9803987097213139	15.026075109825856	533.0461925971207	-22229.166890412187
