Sample	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	D.treeLikelihood
0	-21799.491924175003	-21649.625833843515	-149.86609033148798	2217.9322071555835	0.379397404664499	0.9626137442436645	14.632394733755394	506.32897277019583	-21649.625833843515
1000	-21802.13480597546	-21652.825854656472	-149.308951318987	3086.8393892857353	0.379397404664499	0.9626137442436645	14.632394733755394	505.0293716806985	-21652.825854656472
2000	-21803.54612725576	-21654.048710617957	-149.49741663780046	2334.974107590186	0.379397404664499	0.9626137442436645	14.632394733755394	504.8672611815757	-21654.048710617957
3000	-21799.648594545917	-21646.542429459292	-153.10616508662656	2334.974107590186	0.379397404664499	0.9626137442436645	14.632394733755394	498.9770003640178	-21646.542429459292
4000	-21803.983003991467	-21651.29161515639	-152.69138883507532	3370.182580829985	0.379397404664499	0.9626137442436645	14.632394733755394	502.54638526349726	-21651.29161515639
5000	-21796.273285581537	-21645.463052559648	-150.81023302188842	2155.5401967210814	0.379397404664499	0.9626137442436645	14.632394733755394	502.56471909855117	-21645.463052559648
6000	-21795.605864144596	-21642.446798105324	-153.15906603927334	3311.2788648611217	0.379397404664499	0.9626137442436645	14.632394733755394	501.16549985917806	-21642.446798105324
7000	-21796.845818120764	-21645.370425590376	-151.47539253038727	2477.9714030104005	0.379397404664499	0.9626137442436645	14.632394733755394	500.8501612920445	-21645.370425590376
8000	-21794.97828062013	-21644.403183047827	-150.575097572303	2477.9714030104005	0.379397404664499	0.9626137442436645	14.632394733755394	500.1788979291503	-21644.403183047827
9000	-21793.75073455884	-21641.13655394848	-152.61418061035812	1776.8785694922406	0.379397404664499	0.9626137442436645	14.632394733755394	500.415538796623	-21641.13655394848
10000	-21790.541768918658	-21639.451931711636	-151.08983720702258	2072.0551910616978	0.379397404664499	0.9626137442436645	14.632394733755394	500.8078102610642	-21639.451931711636
11000	-21794.133107412126	-21644.055720998513	-150.07738641361533	2467.366564496474	0.379397404664499	0.9626137442436645	14.632394733755394	500.4187313314305	-21644.055720998513
12000	-21793.636314262552	-21643.879429641638	-149.75688462091364	2467.366564496474	0.379397404664499	0.9626137442436645	14.632394733755394	501.90653395295124	-21643.879429641638
13000	-21791.324636862082	-21641.01793472512	-150.30670213696192	2467.366564496474	0.379397404664499	0.9626137442436645	14.632394733755394	500.19889875181747	-21641.01793472512
14000	-21793.454907886397	-21643.05108992562	-150.40381796077668	2045.9820595344443	0.379397404664499	0.9626137442436645	14.632394733755394	500.32488292288355	-21643.05108992562
15000	-21798.037720049466	-21646.84575952464	-151.19196052482522	2097.7715000616663	0.379397404664499	0.9626137442436645	14.632394733755394	500.6050305369821	-21646.84575952464
16000	-21795.260071758163	-21645.209670730754	-150.05040102740867	2088.336155577178	0.379397404664499	0.9626137442436645	14.632394733755394	500.55333179243826	-21645.209670730754
17000	-21805.91701458758	-21654.62852556072	-151.28848902685726	2644.45833426654	0.379397404664499	0.9626137442436645	14.750890755706072	500.742711272469	-21654.62852556072
18000	-21799.81322796087	-21648.740932987286	-151.0722949735832	2326.029994401199	0.379397404664499	0.9626137442436645	14.750890755706072	501.1283000841565	-21648.740932987286
19000	-21795.463475474135	-21643.49482589026	-151.96864958387425	2624.6294687908608	0.379397404664499	0.9626137442436645	14.750890755706072	499.23385726328394	-21643.49482589026
20000	-21797.515367145053	-21645.88655069977	-151.62881644528085	3463.7940322044983	0.379397404664499	0.9626137442436645	14.966718676650634	508.1029849611295	-21645.88655069977
21000	-21801.929364293348	-21650.28789953516	-151.64146475818913	3002.8862877977235	0.379397404664499	0.9626137442436645	14.966718676650634	506.8005811171445	-21650.28789953516
22000	-21801.043713144005	-21641.909918399822	-159.13379474418215	4865.323782876212	0.379397404664499	0.9626137442436645	15.104303659315418	507.26720064223184	-21641.909918399822
23000	-21798.232998803996	-21641.020899062987	-157.21209974101063	4283.487584121103	0.379397404664499	0.9626137442436645	15.042783619512857	506.32619104412356	-21641.020899062987
24000	-21801.591202884418	-21646.738547623703	-154.8526552607135	3941.385082448253	0.379397404664499	0.9626137442436645	15.04960695904076	506.8250085728681	-21646.738547623703
25000	-21813.180685659205	-21662.707221774654	-150.47346388455264	2647.3468072799483	0.379397404664499	0.9626137442436645	14.980797060119471	509.29412183586714	-21662.707221774654
26000	-21805.739301952293	-21651.69628542533	-154.04301652696532	3709.896194926323	0.379397404664499	0.9626137442436645	14.980797060119471	505.1267691711326	-21651.69628542533
27000	-21809.826773279176	-21660.179436266153	-149.6473370130221	2907.587212851215	0.379397404664499	0.9626137442436645	14.717965482693199	509.11939596406137	-21660.179436266153
28000	-21799.748268733965	-21652.628102738996	-147.12016599497053	3105.3090896891563	0.379397404664499	0.9626137442436645	14.699286475038114	511.00872188909125	-21652.628102738996
29000	-21796.986815865377	-21647.35369008469	-149.63312578068857	2951.2598939612344	0.379397404664499	0.9626137442436645	14.795534845188488	507.45741496066773	-21647.35369008469
30000	-21790.33005198791	-21641.426207283126	-148.9038447047824	3055.518960551897	0.379397404664499	0.9626137442436645	14.722746422122857	508.4616317713018	-21641.426207283126
31000	-21800.359579866446	-21650.311379090424	-150.0482007760216	3055.518960551897	0.379397404664499	0.9626137442436645	14.722746422122857	507.2566307014863	-21650.311379090424
32000	-21800.680624290202	-21649.269718238585	-151.41090605161583	2769.9363085591917	0.379397404664499	0.9626137442436645	14.745412823830264	503.50503464649034	-21649.269718238585
33000	-21798.526121896324	-21647.557138342967	-150.96898355335634	2373.6918223298067	0.379397404664499	0.9626137442436645	14.72376008695125	502.7112418009417	-21647.557138342967
34000	-21794.75486838281	-21643.85119205201	-150.903676330798	2437.171658476319	0.379397404664499	0.9626137442436645	14.828638157995263	504.68036174321537	-21643.85119205201
35000	-21800.912162874512	-21647.0343757196	-153.87778715491345	2970.769921529736	0.379397404664499	0.9626137442436645	14.828638157995263	502.4650504100851	-21647.0343757196
36000	-21804.599619270928	-21650.986333120065	-153.6132861508624	2970.769921529736	0.379397404664499	0.9626137442436645	14.881544238324173	501.89910298165694	-21650.986333120065
37000	-21793.908245916686	-21643.21686603021	-150.69137988647776	2664.736823047979	0.379397404664499	0.9626137442436645	14.881544238324173	508.00310359183493	-21643.21686603021
38000	-21807.07570065491	-21653.488059224455	-153.5876414304565	2587.1327696145136	0.379397404664499	0.9626137442436645	14.881544238324173	502.84146104608203	-21653.488059224455
39000	-21802.958841486594	-21650.364600239776	-152.59424124681922	1975.623894528498	0.379397404664499	0.9626137442436645	14.731461715805969	499.59416192391257	-21650.364600239776
40000	-21802.11072546338	-21644.98588188845	-157.12484357493116	2438.3279278702576	0.379397404664499	0.9626137442436645	14.731461715805969	496.0504056166496	-21644.98588188845
41000	-21802.590655841774	-21650.404700405437	-152.18595543633612	2722.9770962698894	0.379397404664499	0.9626137442436645	14.827091014609787	504.99239085451813	-21650.404700405437
42000	-21799.137427444697	-21644.504960745428	-154.63246669927045	3208.392646787064	0.379397404664499	0.9626137442436645	14.84715579205066	502.545076635248	-21644.504960745428
43000	-21792.752525990014	-21639.609832940878	-153.1426930491351	2744.412506736361	0.379397404664499	0.9626137442436645	14.84715579205066	501.5191499477602	-21639.609832940878
44000	-21803.075101487033	-21649.527868148332	-153.54723333870004	4086.8911579596493	0.379397404664499	0.9626137442436645	14.84715579205066	504.84947977730957	-21649.527868148332
45000	-21800.766245653296	-21649.80458286528	-150.96166278801596	2566.4793098174646	0.379397404664499	0.9626137442436645	14.723466439972299	502.2926403958562	-21649.80458286528
