Sample	posterior	likelihood	prior	N0	b	f0	tree.height	tree.treeLength	D.treeLikelihood
0	-23440.66545397472	-23283.844216390356	-156.82123758436518	2172.1809351547795	0.34940954380373207	0.9756186387186881	16.623814116110395	574.8026143731762	-23283.844216390356
1000	-23449.157527680698	-23290.589616885954	-158.56791079474394	1778.004761458489	0.34940954380373207	0.9756186387186881	16.623814116110395	570.61407662396	-23290.589616885954
2000	-23443.034527710966	-23284.961214976065	-158.0733127349027	1778.004761458489	0.34940954380373207	0.9756186387186881	16.623814116110395	571.7068421674609	-23284.961214976065
3000	-23453.76258167106	-23296.2668587898	-157.49572288126168	1637.3230276871536	0.34940954380373207	0.9756186387186881	16.623814116110395	574.5180397712876	-23296.2668587898
4000	-23449.729231540976	-23293.73859486828	-155.990636672698	2220.404905961877	0.34940954380373207	0.9756186387186881	16.623814116110395	574.6812544571542	-23293.73859486828
5000	-23446.917587910888	-23287.918894688428	-158.99869322245854	2715.469524493564	0.34940954380373207	0.9756186387186881	16.790855795905777	572.7414451024082	-23287.918894688428
6000	-23452.787453474728	-23294.315190185655	-158.47226328907317	2715.469524493564	0.34940954380373207	0.9756186387186881	16.790855795905777	571.8241501950323	-23294.315190185655
7000	-23444.017696779276	-23288.27525529406	-155.74244148521652	1717.0918378026122	0.34940954380373207	0.9756186387186881	16.790855795905777	578.4527939926568	-23288.27525529406
8000	-23441.99516713684	-23286.120162918873	-155.8750042179681	2263.6845656059118	0.34940954380373207	0.9756186387186881	16.790855795905777	575.6791083592126	-23286.120162918873
9000	-23441.458538042865	-23286.46273435325	-154.99580368961855	2263.6845656059118	0.34940954380373207	0.9756186387186881	16.790855795905777	577.8120321413029	-23286.46273435325
10000	-23441.33815328847	-23285.139948063665	-156.1982052248051	2263.6845656059118	0.34940954380373207	0.9756186387186881	16.790855795905777	574.9674037229879	-23285.139948063665
11000	-23443.0993539536	-23285.91464339358	-157.1847105600206	2263.6845656059118	0.34940954380373207	0.9756186387186881	16.790855795905777	574.6049323639804	-23285.91464339358
12000	-23441.35656475629	-23284.77709167184	-156.57947308444938	2523.8176240004536	0.34940954380373207	0.9756186387186881	16.790855795905777	575.3424067838667	-23284.77709167184
13000	-23450.549640289686	-23292.405692689914	-158.14394759977185	2523.8176240004536	0.34940954380373207	0.9756186387186881	16.790855795905777	572.8877226986544	-23292.405692689914
14000	-23440.32828080317	-23282.57782438672	-157.7504564164473	2294.19135425972	0.34940954380373207	0.9756186387186881	16.790855795905777	572.4304021107383	-23282.57782438672
15000	-23450.248591619045	-23291.102736292687	-159.14585532635758	2275.8897234829155	0.34940954380373207	0.9756186387186881	16.790855795905777	571.153659444811	-23291.102736292687
16000	-23438.993000815408	-23282.241930548364	-156.7510702670435	1739.231394569749	0.34940954380373207	0.9756186387186881	16.790855795905777	573.5944645356719	-23282.241930548364
17000	-23439.673963659065	-23285.819296328616	-153.8546673304469	3692.7466413933994	0.34940954380373207	0.9756186387186881	17.21204641466819	587.3745183783053	-23285.819296328616
18000	-23462.47257475068	-23302.587604543427	-159.88497020725305	3546.4080632431537	0.34940954380373207	0.9756186387186881	17.37954270468444	586.550827008873	-23302.587604543427
19000	-23444.668078459978	-23287.28430838142	-157.38377007855723	2397.2318048834	0.34940954380373207	0.9756186387186881	17.103659770492385	576.8957555376419	-23287.28430838142
20000	-23453.907125379363	-23292.503767809063	-161.40335757030127	2642.6386265034193	0.34940954380373207	0.9756186387186881	17.059799300826903	570.3821238684752	-23292.503767809063
21000	-23449.145173733443	-23290.63428150297	-158.51089223047325	3277.92649104236	0.34940954380373207	0.9756186387186881	17.20329822387014	579.5301289647189	-23290.63428150297
22000	-23438.722709801306	-23280.4528792628	-158.2698305385061	2745.697280212824	0.34940954380373207	0.9756186387186881	16.893326799304692	577.7403115485974	-23280.4528792628
23000	-23445.205386106078	-23288.3972398862	-156.8081462198778	2363.749831811847	0.34940954380373207	0.9756186387186881	16.893326799304692	577.7558448073632	-23288.3972398862
24000	-23454.575456792514	-23291.338693885424	-163.23676290709003	4881.3694008518605	0.34940954380373207	0.9756186387186881	17.012593827366423	579.8390328757471	-23291.338693885424
25000	-23448.57449989869	-23291.649196921295	-156.9253029773942	3390.5894812364654	0.34940954380373207	0.9756186387186881	17.012593827366423	581.6451029109867	-23291.649196921295
26000	-23437.3977970683	-23281.82842543599	-155.5693716323099	2704.3355716948604	0.34940954380373207	0.9756186387186881	16.825326434007728	580.0838610235697	-23281.82842543599
